query,product_id,product_title,product_brand,product_color,product,esci
pro chef hooks,B07W8CY4H7,"product_title yeavs 2 Pack 15.7 Inches Kitchen Rail, SUS304 Stainless Steel Utensil Racks with 12 Sliding Hooks, No Drilling Wall Mounted for Kitchenware, Towels, Coffee Mugs",product_brand yeavs,product_color Silver,"product_title yeavs 2 Pack 15.7 Inches Kitchen Rail, SUS304 Stainless Steel Utensil Racks with 12 Sliding Hooks, No Drilling Wall Mounted for Kitchenware, Towels, Coffee Mugsproduct_brand yeavsproduct_color Silver",E
bandeau magicsuit,B07NTWHLKW,"product_title Magicsuit Women's Swimwear Whimsy Randal Crossback One Piece Swimsuit, Black/Multi, 16",product_brand Magic Suit,product_color Black/Multi,"product_title Magicsuit Women's Swimwear Whimsy Randal Crossback One Piece Swimsuit, Black/Multi, 16product_brand Magic Suitproduct_color Black/Multi",S
small soundbar,B0831MKPDH,"product_title Sound Bar Bluetooth 5.0 Wireless & Wired 16.9 Inch Soundbar Surround Sound Home Theater Built-in Subwoofers for PC/Phones, 2 X 5W Bluetooth Stereo Speaker with Remote Control AUX/TF Card (Updated)",product_brand BenqBot,product_color Dark Grey,"product_title Sound Bar Bluetooth 5.0 Wireless & Wired 16.9 Inch Soundbar Surround Sound Home Theater Built-in Subwoofers for PC/Phones, 2 X 5W Bluetooth Stereo Speaker with Remote Control AUX/TF Card (Updated)product_brand BenqBotproduct_color Dark Grey",E
cosas de escritorio,B07TLMZP4G,"product_title WAVEYU Pen Holder, Stand for Desk Marble Pattern Pencil Cup for Girls Kids Durable Ceramic Desk Organizer Makeup Brush Holder for Office, Classroom, Home, Gray Marble",product_brand WAVEYU,product_color grey marble,"product_title WAVEYU Pen Holder, Stand for Desk Marble Pattern Pencil Cup for Girls Kids Durable Ceramic Desk Organizer Makeup Brush Holder for Office, Classroom, Home, Gray Marbleproduct_brand WAVEYUproduct_color grey marble",E
pacifier,B015XBXJCG,product_title Dr. Brown’s HappyPaci Silicone Newborn Pacifier for Breastfeeding Baby - Blue - 3pk - 0-6m,product_brand Dr. Brown's,product_color Blue,product_title Dr. Brown’s HappyPaci Silicone Newborn Pacifier for Breastfeeding Baby - Blue - 3pk - 0-6mproduct_brand Dr. Brown'sproduct_color Blue,E
eigimon,B07KB9B9MZ,product_title Ep 111 - A Hunka Hunka BurningGreymon,product_brand None,product_color None,product_title Ep 111 - A Hunka Hunka BurningGreymonproduct_brand Noneproduct_color None,E
canon g7x,B07KGKYYFM,"product_title Canon PowerShot G7 X Mark II Digital Camera (Black) with Essential Accessory Bundle - Includes: SanDisk Ultra 64GB SDXC Memory Card, 1x Replacement Battery, 57"" Tripod, Carrying Case & More",product_brand Fumfie,product_color Black,"product_title Canon PowerShot G7 X Mark II Digital Camera (Black) with Essential Accessory Bundle - Includes: SanDisk Ultra 64GB SDXC Memory Card, 1x Replacement Battery, 57"" Tripod, Carrying Case & Moreproduct_brand Fumfieproduct_color Black",E
dark humor is like food not everyone gets it,B07CY9GPCJ,"product_title I Paused My Game to Be Here | Funny Video Gamer Gaming Player Humor Joke for Men Women T-Shirt-(Adult,2XL) Sport Grey",product_brand Ann Arbor T-shirt Co.,product_color Sport Grey,"product_title I Paused My Game to Be Here | Funny Video Gamer Gaming Player Humor Joke for Men Women T-Shirt-(Adult,2XL) Sport Greyproduct_brand Ann Arbor T-shirt Co.product_color Sport Grey",S
freezer,B00Q477Z5Q,"product_title RCA RFR835-Black 3.2 Cubc Foot 2 Door Fridge and Freezer, Black",product_brand RCA,product_color Black,"product_title RCA RFR835-Black 3.2 Cubc Foot 2 Door Fridge and Freezer, Blackproduct_brand RCAproduct_color Black",E
low back desk chair without arms,B07L1GBLHT,product_title Yaheetech Adjustable Task Chair PU Leather Low Back Ribbed Armless Swivel White Desk Chair Office Chair Wheels,product_brand Yaheetech,product_color White,product_title Yaheetech Adjustable Task Chair PU Leather Low Back Ribbed Armless Swivel White Desk Chair Office Chair Wheelsproduct_brand Yaheetechproduct_color White,E
outliers malcolm gladwell,B00EKQKMG2,"product_title David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",product_brand Audible,product_color None,"product_title David and Goliath: Underdogs, Misfits, and the Art of Battling Giantsproduct_brand Audibleproduct_color None",S
printer ink 241xl color,B01LCJACX2,product_title Canon PG-240XL Black with CL-241XL Tri Color Cartridge,product_brand Canon,product_color None,product_title Canon PG-240XL Black with CL-241XL Tri Color Cartridgeproduct_brand Canonproduct_color None,E
halloween candy,B00ZBFGD6E,"product_title Brach's Kiddie Mix Variety Pack Individually Wrapped Candies, 48 Ounce",product_brand Brach's,product_color Assorted,"product_title Brach's Kiddie Mix Variety Pack Individually Wrapped Candies, 48 Ounceproduct_brand Brach'sproduct_color Assorted",E
commando sweater,B002VNOXC0,"product_title Od 1/4 Zip Acrylic Commando Sweater,Universal,XL",product_brand Rothco,product_color Olive Drab,"product_title Od 1/4 Zip Acrylic Commando Sweater,Universal,XLproduct_brand Rothcoproduct_color Olive Drab",E
waverly shower curtain,B00L8A3DYG,product_title Waverly Linen Stripe Sand Fabric Shower Curtain,product_brand Waverly,"product_color Beige, Ivory","product_title Waverly Linen Stripe Sand Fabric Shower Curtainproduct_brand Waverlyproduct_color Beige, Ivory",E
fluval 110 filter supplies,B0002DIDQI,product_title AquaClear Intake Stem for Power Filters,product_brand AquaClear,product_color None,product_title AquaClear Intake Stem for Power Filtersproduct_brand AquaClearproduct_color None,C
baby boy thanksgiving outfits,B07X8XRHSS,"product_title Carter's Unisex Baby Thanksgiving Day Sleep & Play (6 Months, Heather)",product_brand Carter's,product_color Brown,"product_title Carter's Unisex Baby Thanksgiving Day Sleep & Play (6 Months, Heather)product_brand Carter'sproduct_color Brown",E
metal thermos,B083Q1SB5R,"product_title Umite Chef Water Bottle, Vacuum Insulated Wide Mouth Stainless-Steel Sports Water Bottle with New Wide Handle Straw Lid ,Hot Cold, 18 oz Double Walled Thermo Mug（Hydrangea）",product_brand Umite Chef,product_color Hydrangea,"product_title Umite Chef Water Bottle, Vacuum Insulated Wide Mouth Stainless-Steel Sports Water Bottle with New Wide Handle Straw Lid ,Hot Cold, 18 oz Double Walled Thermo Mug（Hydrangea）product_brand Umite Chefproduct_color Hydrangea",E
lip gloss for girls,B084RK4RP4,"product_title Trolls World Tour - Townley Girl Super Sparkly 7 Pieces Party Favor Lip Gloss Makeup Set for Girls Kids Toddlers, Perfect for Parties Sleepovers Makeovers Birthday Gift for Girls above 3 Yrs (7 CT)",product_brand Townley Girl,product_color None,"product_title Trolls World Tour - Townley Girl Super Sparkly 7 Pieces Party Favor Lip Gloss Makeup Set for Girls Kids Toddlers, Perfect for Parties Sleepovers Makeovers Birthday Gift for Girls above 3 Yrs (7 CT)product_brand Townley Girlproduct_color None",E
aqua noodle floats adults,B071P48Y92,"product_title FindUWill 2-Pack Pool Float Hammocks, Multi-Purpose Inflatable Floaties (Saddle, Lounge Chair, Hammock, Drifter), Water Hammock with Removable Pillow, Pool Lounge Floats for Adults(Colorful & Green)",product_brand FindUWill,product_color (02)colorful and Green,"product_title FindUWill 2-Pack Pool Float Hammocks, Multi-Purpose Inflatable Floaties (Saddle, Lounge Chair, Hammock, Drifter), Water Hammock with Removable Pillow, Pool Lounge Floats for Adults(Colorful & Green)product_brand FindUWillproduct_color (02)colorful and Green",S
hair clipoers,B00068HAK4,"product_title Wahl Clipper Corp Pro 14 Piece Styling Kit with Hair Clipper and Beard Trimmer for Total Body Grooming - Model 79450, Chrome",product_brand WAHL,product_color Chrome,"product_title Wahl Clipper Corp Pro 14 Piece Styling Kit with Hair Clipper and Beard Trimmer for Total Body Grooming - Model 79450, Chromeproduct_brand WAHLproduct_color Chrome",E
god loves you little one,1578563232,product_title God Gave Us You,product_brand Waterbrook,product_color Multicolor,product_title God Gave Us Youproduct_brand Waterbrookproduct_color Multicolor,S
garage door brace,B00BWUHW8U,product_title Garage Door Parts Brackets Full Hinge Adjustable,product_brand Garage Door Parts,product_color Silver,product_title Garage Door Parts Brackets Full Hinge Adjustableproduct_brand Garage Door Partsproduct_color Silver,C
bluetooth keyboard without number pad,B0053V17DK,"product_title Perixx Periduo-707 Wireless Mini Keyboard and Mouse Set, Piano Black, US English Layout, 10900",product_brand Perixx,product_color Black,"product_title Perixx Periduo-707 Wireless Mini Keyboard and Mouse Set, Piano Black, US English Layout, 10900product_brand Perixxproduct_color Black",E
garmin tactix charlie charger,B07MLVF6TS,product_title 2-PACK Charging Cable For Garmin Vivosport/Vivomove 3 3S Charging Clip Sync Data Cable Instinct Approach S10 X10/Fenix 5 5S 5X plus And 8pcs colour Charger Port Protector Dustproof Anti Dust Plugs Cap,product_brand JIUJOJA,product_color None,product_title 2-PACK Charging Cable For Garmin Vivosport/Vivomove 3 3S Charging Clip Sync Data Cable Instinct Approach S10 X10/Fenix 5 5S 5X plus And 8pcs colour Charger Port Protector Dustproof Anti Dust Plugs Capproduct_brand JIUJOJAproduct_color None,E
large barrel twist cap ballpoint pen,B07V7271LD,"product_title ChaoQ Ballpoint Pen, 3 Pcs Retractable Metal Ballpoint Pens, for Gift, Business, Office, 1.0mm Medium Point Black Ink, 6 Extras Replaceable Metal Refills, (3 Pens and 6 Refills) - Stainess Steel",product_brand ChaoQ,product_color Stainless Steel,"product_title ChaoQ Ballpoint Pen, 3 Pcs Retractable Metal Ballpoint Pens, for Gift, Business, Office, 1.0mm Medium Point Black Ink, 6 Extras Replaceable Metal Refills, (3 Pens and 6 Refills) - Stainess Steelproduct_brand ChaoQproduct_color Stainless Steel",S
drones for kids 14,B074S2HK59,"product_title Holy Stone HS160 Shadow FPV RC Drone with 720P HD Wi-Fi Camera Live Video Feed 2.4GHz 6-Axis Gyro Quadcopter for Kids & Beginners - Altitude Hold, One Key Start, Foldable Arms,Bonus Battery",product_brand Holy Stone,product_color Black,"product_title Holy Stone HS160 Shadow FPV RC Drone with 720P HD Wi-Fi Camera Live Video Feed 2.4GHz 6-Axis Gyro Quadcopter for Kids & Beginners - Altitude Hold, One Key Start, Foldable Arms,Bonus Batteryproduct_brand Holy Stoneproduct_color Black",E
hair dryer with diffuser,B008QMQXQY,product_title REVLON 1875W Volume Booster Hair Dryer,product_brand REVLON,product_color Green,product_title REVLON 1875W Volume Booster Hair Dryerproduct_brand REVLONproduct_color Green,E
holey jeans for babys,B07PPLR8LF,"product_title CARETOO Girls Clothes Outfits, Cute Baby Girl Floral Long Sleeve Pant Set Flower Ruffle Top Pink",product_brand CARETOO,product_color Pink,"product_title CARETOO Girls Clothes Outfits, Cute Baby Girl Floral Long Sleeve Pant Set Flower Ruffle Top Pinkproduct_brand CARETOOproduct_color Pink",S
christie caldwell,B08743ZCJP,product_title To Hold a Lady's Secret (The Heart of a Duke Book 16),product_brand None,product_color None,product_title To Hold a Lady's Secret (The Heart of a Duke Book 16)product_brand Noneproduct_color None,E
stainless toddler cup,B07227VCM3,"product_title Stainless Steel Cups for Kids and Toddlers 8 oz - Stainless Steel Sippy Cups for Home & Outdoor Activities, BPA Free Healthy Unbreakable Premium Metal Drinking Glasses (4-Pack)",product_brand CHILLOUT LIFE,product_color Silver,"product_title Stainless Steel Cups for Kids and Toddlers 8 oz - Stainless Steel Sippy Cups for Home & Outdoor Activities, BPA Free Healthy Unbreakable Premium Metal Drinking Glasses (4-Pack)product_brand CHILLOUT LIFEproduct_color Silver",E
jack and jones work jeans for men,B0026JKYAO,"product_title Dickies Men's Relaxed Fit Straight-Leg Duck Carpenter Jean, Slate, 32W x 32L",product_brand Dickies,product_color Slate,"product_title Dickies Men's Relaxed Fit Straight-Leg Duck Carpenter Jean, Slate, 32W x 32Lproduct_brand Dickiesproduct_color Slate",S
pink kid watch girl,B00GXXK8EQ,product_title Disney Kids' PN1051 Disney Princess Watch with Pink Band,product_brand Disney,product_color Pink,product_title Disney Kids' PN1051 Disney Princess Watch with Pink Bandproduct_brand Disneyproduct_color Pink,E
cc newborn beanie,B074PT5M3W,"product_title oenbopo 2PCS Parent-Child Hat Winter Warmer, Baby Hat/Women Hat, Mother & Baby Knit Hat Winter Warm Crochet Cap Beige",product_brand oenbopo,product_color Beige,"product_title oenbopo 2PCS Parent-Child Hat Winter Warmer, Baby Hat/Women Hat, Mother & Baby Knit Hat Winter Warm Crochet Cap Beigeproduct_brand oenbopoproduct_color Beige",E
b girl clothes,B0819L4Y38,"product_title INNERSY Big Girls' Period Panties Menstrual Underwear for First Period Starter 3-Pack(Refreshing Blue Pink Polka Dots, XL(14-16 yrs))",product_brand INNERSY,product_color Refreshing Blue Pink Polka Dots,"product_title INNERSY Big Girls' Period Panties Menstrual Underwear for First Period Starter 3-Pack(Refreshing Blue Pink Polka Dots, XL(14-16 yrs))product_brand INNERSYproduct_color Refreshing Blue Pink Polka Dots",I
pink drum set,B08B63TK13,"product_title Drum Set Eastar 14 inch Drum Set for Kids, 3-Piece with Adjustable Throne, Cymbal, Pedal & Two Pairs of Drumsticks, Junior Drum Set with Bass Tom Snare Drum, Drum Kit for Beginners, Mirror All Black",product_brand Eastar,"product_color All Black, 14inch","product_title Drum Set Eastar 14 inch Drum Set for Kids, 3-Piece with Adjustable Throne, Cymbal, Pedal & Two Pairs of Drumsticks, Junior Drum Set with Bass Tom Snare Drum, Drum Kit for Beginners, Mirror All Blackproduct_brand Eastarproduct_color All Black, 14inch",S
ring camera mounting bracket,B07DL36JH3,"product_title Wasserstein Metal Mount Compatible with Ring Spotlight Cam Battery - Adjustable Indoor/Outdoor Security Mount (1 Pack, White)",product_brand Wasserstein,product_color White,"product_title Wasserstein Metal Mount Compatible with Ring Spotlight Cam Battery - Adjustable Indoor/Outdoor Security Mount (1 Pack, White)product_brand Wassersteinproduct_color White",E
american girl doll pjs set,B07SM1R23W,"product_title Dollie & Me Big Girls' Snug Fit Pajamas with Matching Doll Outfit, 4-Piece, Pink, 14",product_brand Dollie & Me,product_color Pink,"product_title Dollie & Me Big Girls' Snug Fit Pajamas with Matching Doll Outfit, 4-Piece, Pink, 14product_brand Dollie & Meproduct_color Pink",E
chlorophyll,B00HXQZRA2,product_title Chloroxygen® Chlorophyll Concentrate: 120-Count Softgels,product_brand Herbs Etc.,product_color None,product_title Chloroxygen® Chlorophyll Concentrate: 120-Count Softgelsproduct_brand Herbs Etc.product_color None,E
2inch washer,B004K1FCKS,"product_title Flat Washers, 316 Stainless Steel, Plain Finish, Round Shape, USA Made, 1 1/16"" ID, 2"" OD, 0.11"" Thick (Pack of 5)",product_brand Small Parts,product_color None,"product_title Flat Washers, 316 Stainless Steel, Plain Finish, Round Shape, USA Made, 1 1/16"" ID, 2"" OD, 0.11"" Thick (Pack of 5)product_brand Small Partsproduct_color None",E
flower picks for cakes,B09788G3R9,"product_title Tinsow 30 Pcs Metal Floral Place Card Holder, 13.4 Inch Heart Shape Flower Picks Clip for Floral Arrangement, Golden Gift Card Holder for Wedding and Party (Hearts)",product_brand Tinsow,product_color None,"product_title Tinsow 30 Pcs Metal Floral Place Card Holder, 13.4 Inch Heart Shape Flower Picks Clip for Floral Arrangement, Golden Gift Card Holder for Wedding and Party (Hearts)product_brand Tinsowproduct_color None",S
curly hair products without alcohol,B001AWXPAY,"product_title Carol's Daughter Black Vanilla Leave-In Conditioner Spray For Curly, Dry Damaged Natural Hair, Moisturizing Shine with Shea Butter, 8 fl oz",product_brand Carol's Daughter,product_color Creamsicle,"product_title Carol's Daughter Black Vanilla Leave-In Conditioner Spray For Curly, Dry Damaged Natural Hair, Moisturizing Shine with Shea Butter, 8 fl ozproduct_brand Carol's Daughterproduct_color Creamsicle",E
16 mm timex slip through watch band,B00HYUS7WW,product_title Timex Unisex T2P366 Weekender Gray Camo Slip-Thru Nylon Strap Watch,product_brand Timex,product_color Grey Camo,product_title Timex Unisex T2P366 Weekender Gray Camo Slip-Thru Nylon Strap Watchproduct_brand Timexproduct_color Grey Camo,S
innisfree cleansing foam,B00F5NVSIA,"product_title Innisfree Super Volcanic Pore Clay Mask, 3.38 Ounce",product_brand innisfree,product_color None,"product_title Innisfree Super Volcanic Pore Clay Mask, 3.38 Ounceproduct_brand innisfreeproduct_color None",S
